id;Tarih;personelID;IP;gorevID;islem;firmaID;url;modulAd
141702;8.07.2023 16:51:00;34;192.168.1.28;0;Log dosyasi olusturuldu. Olusturulan dosya : ;5;;
141703;8.07.2023 16:51:00;34;192.168.1.28;0;Log dosyasi olusturuldu. Olusturulan dosya : ;5;;
141704;8.07.2023 16:51:00;34;192.168.1.28;0;Log dosyasi olusturuldu. Olusturulan dosya : ;5;;
141705;8.07.2023 16:51:00;34;192.168.1.28;0;Log dosyasi olusturuldu. Olusturulan dosya : ;5;;
141706;8.07.2023 16:51:00;34;192.168.1.28;0;Log dosyasi olusturuldu. Olusturulan dosya : ;5;;
141707;8.07.2023 16:51:00;34;192.168.1.28;0;Log dosyasi olusturuldu. Olusturulan dosya : ;5;;
141708;8.07.2023 16:51:00;34;192.168.1.28;0;Log dosyasi olusturuldu. Olusturulan dosya : ;5;;
141709;8.07.2023 16:51:00;34;192.168.1.28;0;Log dosyasi olusturuldu. Olusturulan dosya : ;5;;
141710;8.07.2023 16:51:00;34;192.168.1.28;0;Log dosyasi olusturuldu. Olusturulan dosya : ;5;;
141711;9.07.2023 16:50:00;34;192.168.1.28;0;Log dosyasi olusturuldu. Olusturulan dosya : ;5;;
141712;9.07.2023 16:50:00;34;192.168.1.28;0;Log dosyasi olusturuldu. Olusturulan dosya : ;5;;
141713;9.07.2023 16:50:00;34;192.168.1.28;0;Log dosyasi olusturuldu. Olusturulan dosya : ;5;;
141714;9.07.2023 16:50:00;34;192.168.1.28;0;Log dosyasi olusturuldu. Olusturulan dosya : ;5;;
141715;9.07.2023 16:50:00;34;192.168.1.28;0;Log dosyasi olusturuldu. Olusturulan dosya : ;5;;
141716;9.07.2023 16:50:00;34;192.168.1.28;0;Log dosyasi olusturuldu. Olusturulan dosya : ;5;;
141717;9.07.2023 16:51:00;34;192.168.1.28;0;Log dosyasi olusturuldu. Olusturulan dosya : ;5;;
141718;9.07.2023 16:51:00;34;192.168.1.28;0;Log dosyasi olusturuldu. Olusturulan dosya : ;5;;
141719;9.07.2023 16:51:00;34;192.168.1.28;0;Log dosyasi olusturuldu. Olusturulan dosya : ;5;;
141720;9.07.2023 16:51:00;34;192.168.1.28;0;Log dosyasi olusturuldu. Olusturulan dosya : ;5;;
141721;9.07.2023 16:51:00;34;192.168.1.28;0;Log dosyasi olusturuldu. Olusturulan dosya : ;5;;
141722;9.07.2023 16:51:00;34;192.168.1.28;0;Log dosyasi olusturuldu. Olusturulan dosya : ;5;;
141723;9.07.2023 16:51:00;34;192.168.1.28;0;Log dosyasi olusturuldu. Olusturulan dosya : ;5;;
141724;9.07.2023 16:51:00;34;192.168.1.28;0;Log dosyasi olusturuldu. Olusturulan dosya : ;5;;
141725;9.07.2023 16:51:00;34;192.168.1.28;0;Log dosyasi olusturuldu. Olusturulan dosya : ;5;;
141726;9.07.2023 22:52:00;2;::1;0;Welcome Dashboard;5;;Dashboard
141727;9.07.2023 22:52:00;2;::1;0;Mal Kabul Siparisleri Listelendi;5;;Satin Alma
141728;10.07.2023 07:53:00;34;192.168.1.28;0;Üretim Depo Girisi Bekleyen Ürünler Ekrani;5;;Üretim
141729;10.07.2023 07:56:00;34;192.168.1.28;0;Hücre Kaydet islemi basarili (tablo:stok.stokHareket) (alan:stokHareketTuru) (id:6840) (deger:G);5;;
141730;10.07.2023 07:56:00;34;192.168.1.28;0;Üretim Depo Girisi Bekleyen Ürünler Ekrani;5;;Üretim
141731;10.07.2023 07:57:00;34;192.168.1.28;0;Hücre Kaydet islemi basarili (tablo:stok.stokHareket) (alan:stokHareketTuru) (id:6842) (deger:G);5;;
141732;10.07.2023 07:57:00;34;192.168.1.28;0;Üretim Depo Girisi Bekleyen Ürünler Ekrani;5;;Üretim
141733;10.07.2023 07:57:00;34;192.168.1.28;0;Hücre Kaydet islemi basarili (tablo:stok.stokHareket) (alan:stokHareketTuru) (id:6844) (deger:G);5;;
141734;10.07.2023 07:57:00;34;192.168.1.28;0;Üretim Depo Girisi Bekleyen Ürünler Ekrani;5;;Üretim
141735;10.07.2023 07:57:00;34;192.168.1.28;0;Hücre Kaydet islemi basarili (tablo:stok.stokHareket) (alan:stokHareketTuru) (id:6846) (deger:G);5;;
141736;10.07.2023 07:57:00;34;192.168.1.28;0;Üretim Depo Girisi Bekleyen Ürünler Ekrani;5;;Üretim
141737;10.07.2023 07:57:00;34;192.168.1.28;0;Hücre Kaydet islemi basarili (tablo:stok.stokHareket) (alan:stokHareketTuru) (id:6848) (deger:G);5;;
141738;10.07.2023 07:57:00;34;192.168.1.28;0;Üretim Depo Girisi Bekleyen Ürünler Ekrani;5;;Üretim
141739;10.07.2023 07:57:00;34;192.168.1.28;0;Hücre Kaydet islemi basarili (tablo:stok.stokHareket) (alan:stokHareketTuru) (id:6850) (deger:G);5;;
141740;10.07.2023 07:57:00;34;192.168.1.28;0;Üretim Depo Girisi Bekleyen Ürünler Ekrani;5;;Üretim
141741;10.07.2023 07:58:00;34;192.168.1.28;0;Üretim Isleri Listelendi;5;;Üretim
141742;10.07.2023 07:58:00;34;192.168.1.28;0;Üretim Isleri Listelendi;5;;Üretim
141743;10.07.2023 07:58:00;34;192.168.1.28;6202;Stok Depo Miktarlari Detay;5;;stok
141744;10.07.2023 07:59:00;34;192.168.1.28;1888;Üretim Kontrolü Ekrani;5;;Üretim
141745;10.07.2023 07:59:00;34;192.168.1.28;1888;Üretim Kontrolü Ekrani;5;;Üretim
141746;10.07.2023 07:59:00;34;192.168.1.28;1888;Üretim Kontrolü Ekrani;5;;Üretim
141747;10.07.2023 07:59:00;34;192.168.1.28;1888;Üretim Kontrolü Ekrani;5;;Üretim
141748;10.07.2023 07:59:00;34;192.168.1.28;1888;Üretim Lot Seçimi Ekrani;5;;Üretim
141749;10.07.2023 08:02:00;29;192.168.1.214;0;Welcome Dashboard;5;;Dashboard
141750;10.07.2023 08:02:00;29;192.168.1.214;0;Welcome Dashboard;5;;Dashboard
141751;10.07.2023 08:02:00;29;192.168.1.214;0;Müsteri Siparisleri Listelendi;5;;Satis
141752;10.07.2023 08:10:00;39;192.168.1.118;0;Welcome Dashboard;5;;Dashboard
141753;10.07.2023 08:11:00;39;192.168.1.118;0;Üretim Isleri Listelendi;5;;Üretim
141754;10.07.2023 08:11:00;39;192.168.1.118;0;Üretim Isleri Listelendi;5;;Üretim
141755;10.07.2023 08:11:00;39;192.168.1.118;0;Depolar arasi transfer ihtiyaç analizi ekrani stokID: 338;5;;Üretim
141756;10.07.2023 08:12:00;39;192.168.1.118;338;Stok Depo Miktarlari Detay;5;;stok
141757;10.07.2023 08:12:00;39;192.168.1.118;0;Depolar arasi transfer ihtiyaç analizi ekrani stokID: 446;5;;Üretim
141758;10.07.2023 08:12:00;39;192.168.1.118;142;Stok Depo Miktarlari Detay;5;;stok
141759;10.07.2023 08:12:00;39;192.168.1.118;0;Depolar arasi transfer ihtiyaç analizi ekrani stokID: 142;5;;Üretim
141760;10.07.2023 08:13:00;39;192.168.1.118;142;Stok Depo Miktarlari Detay;5;;stok
141761;10.07.2023 08:13:00;39;192.168.1.118;0;Depolar arasi transfer giris depo seçildi giris depo:;5;;Depo
141762;10.07.2023 08:13:00;39;192.168.1.118;0;Depolar arasi transfer ihtiyaç analizi ekrani stokID: 142;5;;Üretim
141763;10.07.2023 08:13:00;39;192.168.1.118;0;Depolar arasi transfer giris depo seçildi giris depo:;5;;Depo
141764;10.07.2023 08:13:00;39;192.168.1.118;142;Stok Depo Miktarlari Detay;5;;stok
141765;10.07.2023 08:13:00;39;192.168.1.118;0;Mal Kabul Ekrani Giris;5;;Lojistik
141766;10.07.2023 08:14:00;39;192.168.1.118;0;Üretim Isleri Listelendi;5;;Üretim
141767;10.07.2023 08:15:00;39;192.168.1.118;0;Welcome Dashboard;5;;Dashboard
141768;10.07.2023 08:15:00;39;192.168.1.118;0;Üretim Depo Girisi Bekleyen Ürünler Ekrani;5;;Üretim
141769;10.07.2023 08:16:00;39;192.168.1.118;0;Hücre Kaydet islemi basarili (tablo:stok.stokHareket) (alan:stokHareketTuru) (id:6832) (deger:G);5;;
141770;10.07.2023 08:16:00;39;192.168.1.118;0;Üretim Depo Girisi Bekleyen Ürünler Ekrani;5;;Üretim
141771;10.07.2023 08:16:00;39;192.168.1.118;0;Hücre Kaydet islemi basarili (tablo:stok.stokHareket) (alan:stokHareketTuru) (id:6834) (deger:G);5;;
141772;10.07.2023 08:16:00;39;192.168.1.118;0;Üretim Depo Girisi Bekleyen Ürünler Ekrani;5;;Üretim
141773;10.07.2023 08:16:00;39;192.168.1.118;0;Reçeteler Listelendi;5;;Reçete
141774;10.07.2023 08:16:00;39;192.168.1.118;0;Üretim Isleri Listelendi;5;;Üretim
141775;10.07.2023 08:16:00;39;192.168.1.118;410;Üretim Kontrolü Ekrani;5;;Üretim
141776;10.07.2023 08:17:00;27;192.168.1.161;0;Welcome Dashboard;5;;Dashboard
141777;10.07.2023 08:17:00;39;192.168.1.118;315;Üretim Kontrolü Ekrani;5;;Üretim
141778;10.07.2023 08:17:00;27;192.168.1.161;0;Mail Bilgileri Tanimlanmamis;5;;
141779;10.07.2023 08:17:00;27;192.168.1.161;0;Mal Kabul Siparisleri Listelendi;5;;Satin Alma
141780;10.07.2023 08:17:00;28;192.168.1.128;0;Mal Kabul Ekrani Giris;5;;Lojistik
141781;10.07.2023 08:17:00;28;192.168.1.128;0;Mal Kabul Ekrani Giris;5;;Lojistik
141782;10.07.2023 08:18:00;39;192.168.1.118;410;Üretim Kontrolü Ekrani;5;;Üretim
141783;10.07.2023 08:19:00;39;192.168.1.118;0;Üretim Isleri Listelendi;5;;Üretim
141784;10.07.2023 08:22:00;29;192.168.1.214;0;Üretim planlamasi için reçete seçimi siparisKalemID: 5059;5;;Planlama
141785;10.07.2023 08:23:00;28;192.168.1.128;0;Stok Listesi Ekrani;5;;Stok
141786;10.07.2023 08:24:00;28;192.168.1.128;0;Mal Kabul Siparisleri Listelendi;5;;Satin Alma
141787;10.07.2023 08:24:00;39;192.168.1.118;0;Welcome Dashboard;5;;Dashboard
141788;10.07.2023 08:24:00;39;192.168.1.118;0;Welcome Dashboard;5;;Dashboard
141789;10.07.2023 08:25:00;39;192.168.1.118;0;Üretim Isleri Listelendi;5;;Üretim
141790;10.07.2023 08:25:00;39;192.168.1.118;1879;Stok Depo Miktarlari Detay;5;;stok
141791;10.07.2023 08:25:00;39;192.168.1.118;0;Üretim Depo Girisi Bekleyen Ürünler Ekrani;5;;Üretim
141792;10.07.2023 08:25:00;39;192.168.1.118;0;Üretim Depo Girisi Bekleyen Ürünler Ekrani;5;;Üretim
141793;10.07.2023 08:25:00;39;192.168.1.118;0;Üretim Depo Girisi Bekleyen Ürünler Ekrani;5;;Üretim
141794;10.07.2023 08:26:00;39;192.168.1.118;0;Hücre Kaydet islemi basarili (tablo:stok.stokHareket) (alan:stokHareketTuru) (id:6836) (deger:G);5;;
141795;10.07.2023 08:26:00;39;192.168.1.118;0;Üretim Depo Girisi Bekleyen Ürünler Ekrani;5;;Üretim
141796;10.07.2023 08:26:00;39;192.168.1.118;0;Reçeteler Listelendi;5;;Reçete
141797;10.07.2023 08:26:00;39;192.168.1.118;0;Müsteri Siparisleri Listelendi;5;;Satis
141798;10.07.2023 08:27:00;39;192.168.1.118;0;Üretim Isleri Listelendi;5;;Üretim
141799;10.07.2023 08:27:00;39;192.168.1.118;1895;Üretim Kontrolü Ekrani;5;;Üretim
141800;10.07.2023 08:27:00;28;192.168.1.128;0;Mal Kabul Ekrani Giris;5;;Lojistik
141801;10.07.2023 08:27:00;39;192.168.1.118;755;Üretim Kontrolü Ekrani;5;;Üretim
141802;10.07.2023 08:27:00;39;192.168.1.118;763;Üretim Kontrolü Ekrani;5;;Üretim
141803;10.07.2023 08:28:00;39;192.168.1.118;394;Stok Depo Miktarlari Detay;5;;stok
141804;10.07.2023 08:28:00;39;192.168.1.118;0;Üretim Isleri Listelendi;5;;Üretim
141805;10.07.2023 08:28:00;28;192.168.1.128;0;Mal Kabul Belge Kayit:EAN2023000000550;5;;Mal Kabul
141806;10.07.2023 08:28:00;39;192.168.1.118;338;Stok Depo Miktarlari Detay;5;;stok
141807;10.07.2023 08:29:00;39;192.168.1.118;0;Depolar arasi transfer ihtiyaç analizi ekrani stokID: 338;5;;Üretim
141808;10.07.2023 08:29:00;39;192.168.1.118;0;Depolar arasi transfer giris depo seçildi giris depo:;5;;Depo
141809;10.07.2023 08:29:00;39;192.168.1.118;0;Depolar arasi transfer giris depo seçildi giris depo:;5;;Depo
141810;10.07.2023 08:29:00;39;192.168.1.118;0;Depolar arasi transfer giris depo seçildi giris depo:Üretim Depo;5;;Depo
141811;10.07.2023 08:29:00;39;192.168.1.118;0;Depolar arasi transfer giris depo seçildi giris depo:;5;;Depo
141812;10.07.2023 08:29:00;39;192.168.1.118;0;Depolar arasi transfer giris depo seçildi giris depo:;5;;Depo
141813;10.07.2023 08:30:00;39;192.168.1.118;0;Depolar arasi transfer giris depo seçildi giris depo:Üretim Depo;5;;Depo
141814;10.07.2023 08:30:00;39;192.168.1.118;0;Depo transferi olusturuldu <b>stokHareketID:</b> 6854;5;;Depo
141815;10.07.2023 08:30:00;39;192.168.1.118;0;Üretim Isleri Listelendi;5;;Üretim
141816;10.07.2023 08:30:00;39;192.168.1.118;0;Depolar arasi transfer giris depo seçildi giris depo:Üretim Depo;5;;Depo
141817;10.07.2023 08:30:00;28;192.168.1.128;0;Mal Kabul Ekrani Giris;5;;Lojistik
141818;10.07.2023 08:30:00;28;192.168.1.128;0;Stok Listesi Ekrani;5;;Stok
141819;10.07.2023 08:30:00;39;192.168.1.118;0;Depolar arasi transfer giris depo seçildi giris depo:;5;;Depo
141820;10.07.2023 08:30:00;39;192.168.1.118;0;Depolar arasi transfer giris depo seçildi giris depo:;5;;Depo
141821;10.07.2023 08:30:00;39;192.168.1.118;0;Depolar arasi transfer giris depo seçildi giris depo:Üretim Depo;5;;Depo
141822;10.07.2023 08:30:00;28;192.168.1.128;0;Stok Listesi Ekrani;5;;Stok
141823;10.07.2023 08:30:00;28;192.168.1.128;795;Stok Depo Miktarlari Detay;5;;stok
141824;10.07.2023 08:31:00;28;192.168.1.128;0;Satinalma Talep Olusturma Ekrani;5;;Satin Alma
141825;10.07.2023 08:31:00;39;192.168.1.118;0;Depo transferi olusturuldu <b>stokHareketID:</b> 6856;5;;Depo
141826;10.07.2023 08:31:00;39;192.168.1.118;0;Üretim Isleri Listelendi;5;;Üretim
